ARG	ID	RESULTNAME		EINHEIT	LABEL	DATENTYP	NAME	INFO
IKSZ1	0x5A3D	STAT_KLOPFSIGNAL_ZYL1_WERT	Knock sensor signal cylinder 1	V	KNKS[0]	unsigned integer	-	Klopfsignal Zylinder 1
IKRZ1	0x5A3E	STAT_KLOPFSIGNAL_ZYL1_RELATIV_WERT	Knock sensor signal Cylinder 1 relative	-	KNKS_REL_NL_0	unsigned integer	-	Klopfsignal Zylinder 1 relativ
IKSZ6	0x5A3F	STAT_KLOPFSIGNAL_ZYL6_WERT	Knock sensor signal cylinder 6	V	KNKS[5]	unsigned integer	-	Klopfsignal Zylinder 6
IKRZ6	0x5A40	STAT_KLOPFSIGNAL_ZYL6_RELATIV_WERT	Knock sensor signal Cylinder 6 relative	-	KNKS_REL_NL_5	unsigned integer	-	Klopfsignal Zylinder 6 relativ
IZEZ1	0x5A42	STAT_EINSPRITZZEIT_ZYL1_WERT	Injection time Cylinder 1	ms	ti_1_0	unsigned integer	-	Einspritzzeit Zylinder 1
IZEZ2	0x5A43	STAT_EINSPRITZZEIT_ZYL2_WERT	Injection time Cylinder 2	ms	ti_1_4	unsigned integer	-	Einspritzzeit Zylinder 2
IZEZ3	0x5A44	STAT_EINSPRITZZEIT_ZYL3_WERT	Injection time Cylinder 3	ms	ti_1_2	unsigned integer	-	Einspritzzeit Zylinder 3
IZEZ4	0x5A45	STAT_EINSPRITZZEIT_ZYL4_WERT	Injection time Cylinder 4	ms	ti_1_5	unsigned integer	-	Einspritzzeit Zylinder 4
IZEZ5	0x5A46	STAT_EINSPRITZZEIT_ZYL5_WERT	Injection time Cylinder 5	ms	ti_1_1	unsigned integer	-	Einspritzzeit Zylinder 5
IZEZ6	0x5A47	STAT_EINSPRITZZEIT_ZYL6_WERT	Injection time Cylinder 6	ms	ti_1_3	unsigned integer	-	Einspritzzeit Zylinder 6
IZWZ1	0x5A49	STAT_ZUENDWINKEL_ZYL1_WERT	Ignition angle Cyl.1	°CRK	IGA_IGC[0]	unsigned char	-	Zündwinkel Zylinder 1
ILASB	0x5A4B	STAT_BERECHNETE_LAST_WERT	Calculated load value	%	LOAD_CLC	unsigned char	-	Berechneter Lastwert
ISACR	0x5A4E	STAT_KLIMAKOMPRESSORRELAIS_EIN	Air conditioning compressor relay ON	0/1	LV_ACCOUT_RLY	unsigned char	-	Klimakompressorrelais Ein
ISVVR	0x5A4F	STAT_VVT_ENTLASTUNGSRELAIS_EIN_WERT		0/1	LV_STATE_RLY_VVL	unsigned char	-	VVT- Entlastungsrelais Ein
ILAB1	0x5A50	STAT_LAMBDA_BANK1_WERT	Lambda pre-cat bank1	-	LAMB_LS_UP[1]	unsigned integer	-	Lambdawert vor Kat Bank 1
ILAB2	0x5A51	STAT_LAMBDA_BANK2_WERT	Lambda pre-cat Bank2	-	LAMB_LS_UP[2]	unsigned integer	-	Lambdawert vor Kat Bank 2
IRNK1	0x5A52	STAT_READINESS_SONDE_NACHKAT_BANK1_WERT	Status LS behind catalyst bank 1	0/1	LV_LS_DOWN_READY[1]	unsigned char	-	Status LS nach Kat Bank 1
IRNK2	0x5A53	STAT_READINESS_SONDE_NACHKAT_BANK2_WERT	Status LS behind catalyst bank 2	0/1	LV_LS_DOWN_READY[2]	unsigned char	-	Status LS nach Kat Bank 2
ISHN1	0x5A54	STAT_SONDENHEIZUNG_NACHKAT_BANK1_WERT	Status LS heater behind catalytic converter bank 1	0-n	STATE_LSH_DOWN[1]	unsigned char	_CNV_S_7_EGCP_RANGE_711	Status LS Heizung nach Kat Bank 1
ISHN2	0x5A55	STAT_SONDENHEIZUNG_NACHKAT_BANK2_WERT	Status LS heater behind catalytic converter bank 2	0-n	STATE_LSH_DOWN[2]	unsigned char	_CNV_S_7_EGCP_RANGE_711	Status LS Heizung nach Kat Bank 2
ISHV1	0x5A56	STAT_SONDENHEIZUNG_VORKAT_BANK1_WERT	Status LS heating before cat. Bench 1	0-n	STATE_LSH_UP[1]	unsigned char	_CNV_S_7_EGCP_RANGE_711	Status LS Heizung vor Kat Bank 1
ISHV2	0x5A57	STAT_SONDENHEIZUNG_VORKAT_BANK2_WERT	Status LS heating before cat. Bench 2	0-n	STATE_LSH_UP[2]	unsigned char	_CNV_S_7_EGCP_RANGE_711	Status LS Heizung vor Kat Bank 2
IAHV1	0x5A58	STAT_SONDENHEIZUNG_PWM_VORKAT_BANK1_WERT	Lambda heating PWM before cat. Bench 1	%	LSHPWM_UP[1]	unsigned char	-	Lambdasondenheizung PWM vor Kat Bank 1
IAHN1	0x5A59	STAT_SONDENHEIZUNG_PWM_NACHKAT_BANK1_WERT	Normalized heating power of the lambda sensor downstream of the catalytic converter	%	LSHPWM_DOWN[1]	unsigned char	-	Lambdasondenheizung PWM nach Kat Bank 1
IAHV2	0x5A5A	STAT_SONDENHEIZUNG_PWM_VORKAT_BANK2_WERT	Lambda heating PWM before cat. Bench 2	%	LSHPWM_UP[2]	unsigned char	-	Lambdasondenheizung PWM vor Kat Bank 2
IAHN2	0x5A5B	STAT_SONDENHEIZUNG_PWM_NACHKAT_BANK2_WERT	Lambda heating PWM behind catalytic converter, bank 2	%	LSHPWM_DOWN[2]	unsigned char	-	Lambdasondenheizung PWM nach Kat Bank 2
ISBLS	0x5A60	STAT_BREMSLICHTSCHALTER_EIN_WERT	Raw value brake contact not debounced	0/1	LV_IM_BLS	unsigned char	-	Bremslichtschalter Ein
ISBLT	0x5A61	STAT_BREMSLICHTTESTSCHALTER_EIN_WERT	Raw value of redundant brake contact not debounced	0/1	LV_IM_BTS	unsigned char	-	Bremslichttestschalter Ein
ISOED	0x5A62	STAT_OELDRUCKSCHALTER_EIN_WERT	Output signal oil pressure switch	0/1	LV_POIL_SWI	unsigned char	-	Öldruckschalter Ein
ISEBO	0x5A63	STAT_E_BOXLUEFTER_EIN_WERT	E-Box fan ON	0/1	LV_EBOX_CFA	unsigned char	-	E-Boxlüfter Ein
-	0x5A64	STAT_0x5A64_WERT		0/1	LV_ECRAS	unsigned char	-	Kühlerjalousie
ISAGK	0x5A65	STAT_ABGASKLAPPE_EIN_WERT	Condition: Exhaust flap with resonator	0/1	LV_EF	unsigned char	-	Abgasklappe Ein
ISDMP	0x5A66	STAT_DMTL_PUMPE_EIN_WERT	Condition: DMTL pump motor on	0/1	LV_DMTL_PUMP	unsigned char	-	DMTL Pumpe Ein
ISDMV	0x5A67	STAT_DMTL_VENTIL_EIN_WERT	Condition: DMTL solenoid valve on	0/1	LV_DMTLS	unsigned char	-	DMTL Ventil Ein
ISDMH	0x5A68	STAT_DMTL_HEIZUNG_EIN_WERT	Condition: Heating DM-TL port control	0/1	LV_HDMTL_ON	unsigned char	-	DMTL Heizung Ein
ISMIL	0x5A69	STAT_MIL_EIN_WERT	DSM Mil Request Status (1 = continuous, 2 = flashing)	0/1	LV_MIL	unsigned char	-	MIL Lampe Ein
ISFGL	0x5A6A	STAT_LAMPE_FGR_EIN_WERT	Status of the CrCtl lamp (sent via CAN)	0/1	LV_CRU_MAIN_SWI	unsigned char	-	Lampe FGR Ein
ISCEL	0x5A6B	STAT_CHECK_ENGINE_LAMPE_EIN_WERT	Check Engine Light On	0/1	LV_WAL_1	unsigned char	-	Lampe Check Engine Ein
ISTFG	0x5A6D	STAT_TASTE_FGR_EIN_WERT	Status Key FGR	0-n	STATE_MSW_CAN	unsigned char	_CNV_S_8_RANGE_STAT_19	Status Taste FGR
IASOU	0x5A70	STAT_SOUNDKLAPPE_PWM_WERT	Sound flap condition	0/1	LV_SOF	unsigned char	-	Soundklappe Zustand
IADS1	0x5A71	STAT_DISA1_PWM_WERT	DISA1 PWM (large/top flap)	%	VIMPWM_1	signed integer	-	DISA1 PWM (große/obere Klappe)
IADS2	0x5A72	STAT_DISA2_PWM_WERT	DISA2 PWM (small/bottom flap)	%	VIMPWM_2	signed integer	-	DISA2 PWM (kleine/untere Klappe)
-	0x5A73	STAT_0x5A73_WERT		0/1	LV_RLY_CRCV_HEAT	unsigned char	-	Kurbelgehäuseentlüftungsheizung
IAKFT	0x5A74	STAT_BEHEIZTER_THERMOSTAT_PWM_WERT	Heated thermostat PWM	%	ECTPWM	unsigned integer	-	Beheizter Thermostat PWM
IASEV	0x5A75	STAT_SEKUNDAERLUFT_VENTIL_PWM_WERT	Secondary air valve	0/1	LV_SAV	unsigned char	-	Sekundärluft Ventil
-	0x5A76	STAT_0x5A76_WERT		%	CPPWM_ADD_AD_MEM	unsigned integer	-	Adaption Öffnungspunkt Tankentlüftungsventil
IATEV	0x5A77	STAT_TEV_PWM_WERT	Tank valve PWM	%	CPPWM_CPS	unsigned char	-	TankEntlüftungsVentil TEV PWM
IAAGK	0x5A78	STAT_ABGASKLAPPE_ANSTEUERUNG_WERT	Condition: Exhaust flap with resonator	0/1	LV_EF	unsigned char	-	Abgasklappe Ansteuerung
IAELUE	0x5A79	STAT_E_LUEFTER_PWM_WERT	Electric fan PWM	%	ECFPWM[0]	unsigned char	-	E-Lüfter PWM
IAVEP	0x5A7A	STAT_VANOS_EINLASS_PWM_WERT	Inlet VANOS PWM	%	IVVTPWM_0	unsigned integer	-	VANOS PWM Wert Einlass
IAVAP	0x5A7B	STAT_VANOS_AUSLASS_PWM_WERT	VANOS PWM Outlet	%	IVVTPWM_1	unsigned integer	-	VANOS PWM Wert Auslass
IINT1	0x5A81	STAT_INTEGRATOR_BANK1_WERT	Lambda integrator bank 1	%	FAC_LAM_LIM[1]	signed integer	-	Integrator Bank 1
IINT2	0x5A82	STAT_INTEGRATOR_BANK2_WERT	Lambda integrator bank 2	%	FAC_LAM_LIM[2]	signed integer	-	Integrator Bank 2
IADD1	0x5A83	STAT_ADAPTION_ADDITIV_BANK1_WERT		mg/stk	MFF_ADD_LAM_AD_OUT[1]	signed integer	-	Adaption Offset Lambda Bank 1
IADD2	0x5A84	STAT_ADAPTION_ADDITIV_BANK2_WERT		mg/stk	MFF_ADD_LAM_AD_OUT[2]	signed integer	-	Adaption Offset Lambda Bank 2
IMUL1	0x5A85	STAT_ADAPTION_MULTIPLIKATIV_BANK1_WERT	Multiplicative mixture correction of mixture adaptation (Word)	%	FAC_LAM_AD_OUT[1]	signed integer	-	Adaption Multiplikation Lambda Bank 1
IMUL2	0x5A86	STAT_ADAPTION_MULTIPLIKATIV_BANK2_WERT		%	FAC_LAM_AD_OUT[2]	signed integer	-	Adaption Multiplikation Lambda Bank 2
-	0x5A87	STAT_0x5A87_WERT		-	LAMB_DELTA_AD_LAM_ADJ[1]	signed integer	-	Adaptionswert Trimregelung Bank 1
-	0x5A88	STAT_0x5A88_WERT		-	LAMB_DELTA_AD_LAM_ADJ[2]	signed integer	-	Adaptionswert Trimregelung Bank 2
-	0x5A89	STAT_0x5A89_WERT		%	FAC_H_RNG_LAM_AD[1]	signed integer	-	multiplikative Gemischadaption hohe Last Bank 1
-	0x5A8A	STAT_0x5A8A_WERT		%	FAC_H_RNG_LAM_AD[2]	signed integer	-	multiplikative Gemischadaption hohe Last Bank 2
-	0x5A8B	STAT_0x5A8B_WERT		%	FAC_L_RNG_LAM_AD[1]	signed integer	-	multiplikative Gemischadaption niedrige Last Bank 1
-	0x5A8C	STAT_0x5A8C_WERT		%	FAC_L_RNG_LAM_AD[2]	signed integer	-	multiplikative Gemischadaption niedrige Last Bank 2
-	0x5A8D	STAT_0x5A8D_WERT		mg/stk	MFF_ADD_LAM_AD[1]	signed integer	-	additive Gemischadaption Leerlauf Bank 1
-	0x5A8E	STAT_0x5A8E_WERT		mg/stk	MFF_ADD_LAM_AD[2]	signed integer	-	additive Gemischadaption Leerlauf Bank 2
-	0x5A91	STAT_0x5A91_WERT		-	CAT_DIAG_1	unsigned char	-	Katalysatordiagnosewert Bank 1
-	0x5A92	STAT_0x5A92_WERT		-	CAT_DIAG_2	unsigned char	-	Katalysatordiagnosewert Bank 2
SANWA	0x5A94	STAT_NW_AUSLASS_SOLL_WERT	Outlet Camshaft Target	°CRK	CAM_SP_IVVT_EX	unsigned char	-	Nockenwelle Auslass Sollwert
IGEADA	0x5A95	STAT_GEBERRAD_ADAPTION_VSA_WERT	Encoder wheel adaptation VSA	°CRK	PSN_AD_CAM_EX_1	unsigned char	-	Adaptionswert Nockenwelle Auslaß
IGEADE	0x5A96	STAT_GEBERRAD_ADAPTION_VSE_WERT	Encoder wheel adaptation VSE	°CRK	PSN_AD_CAM_IN_1	unsigned char	-	Adaptionswert Nockenwelle Einlaß
-	0x5A97	STAT_0x5A97_WERT		0/1	B_VSEAN_LOC	unsigned char	-	Bedingung EVANOS im Anschlag beim letzten Abstellen
IAKWF	0x5A99	STAT_KURBELWELLEN_ADAPTION_BEENDET_WERT	Crankshaft adaptation completed	0/1	LV_SEG_AD_AVL_ER	unsigned char	-	Kurbelwellen Adaption beendet
IDSLS	0x5AA1	STAT_SLS_DIAGNOSE_WERT	Status Diagnosis TEV	0-n	STATE_EOL_KWP_CPS	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose TEV
IDTEV	0x5AA2	STAT_TEV_DIAGNOSE_WERT	Function status counter DM-TL for tester output from last driving cycle	0-n	STATE_EOL_KWP_DMTL	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose DMTL
IDDMT	0x5AA3	STAT_DMTL_DIAGNOSE_WERT	Status Diagnosis Lambda Sensors	0-n	STATE_EOL_KWP_VLS	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose Lambdasonden
IDLSS	0x5AA4	STAT_LS_DIAGNOSE_WERT	LLRNS functional status upon request system check	0-n	STATE_EOL_KWP_N_SP_IS	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose Leerlaufdrehzahlverstellung
-	0x5AA5	STAT_0x5AA5_WERT		0-n	STATE_EOL_KWP_SA	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose Sekundärluft
-	0x5AA6	STAT_0x5AA6_WERT		0-n	STATE_EOL_KWP_VVL_AD	unsigned char	_CNV_S_10_STATE_EOL__355	Status Diagnose VVT Anschläge lernen
IVKMH	0x5AB1	STAT_GESCHWINDIGKEIT_WERT	Vehicle Speed	km/h	VS	unsigned char	-	Geschwindigkeit
IWMIL	0x5AB3	STAT_FAHRSTRECKE_MIL_AN_WERT	Odometer for kilometers driven with MIL ON	km	DIST_ACT_MIL	unsigned integer	-	Fahrstrecke mit MIL an
IZBST	0x5AB4	STAT_BETRIEBSSTUNDENZAEHLER_WERT	Operating hours counter	h	TRT	unsigned long	-	Betriebsstundenzähler
IVSLP	0x5AB5	STAT_VARIANTE_SEKUNDAERLUFTPUMPE_WERT	Variant secondary air pump	0/1	LV_VAR_SAP	unsigned char	-	Variante Sekundärluftpumpe
RTANS	0x5AB6	STAT_ANSAUGLUFTTEMPERATUR1_ROH_WERT	Air intake temperature raw value 1	°C	TIA_MES	unsigned char	-	Rohwert Ansauglufttemperatur 1
RTKWA	0x5AB7	STAT_KUEHLWASSERTEMPERATUR_ROH_WERT	Raw value cooling water temperature	°C	TCO_MES	unsigned char	-	Rohwert Kühlwassertemperatur
IUSAU	0x5AB8	STAT_SAUGROHRDRUCK_SPANNUNG_WERT	Intake manifold pressure voltage	V	V_MAP	unsigned integer	-	Spannung Saugrohrdruck
IUSST	0x5AB9	STAT_SPORTSCHALTER_SPANNUNG_WERT	Voltage Sport Switch	V	V_SOF_SWI	unsigned integer	-	Spannung Sportschalter
IAKSP	0x5ABA	STAT_KRAFTSTOFFPUMPE_PWM_WERT	Fuel pump PWM	%	EFPPWM	unsigned char	-	PWM Kraftstoffpumpe
IWVVW	0x5ABB	STAT_VVT_WINKEL_AUSWAHL_WERT		%	ANG_REL_VVL	unsigned integer	-	Ausgewählter VVT Istwinkel
IMLUF	0x5ABC	STAT_LUFTMASSE_WERT	Air mass	kg/h	MAF_KGH_MES_BAS	unsigned integer	-	Luftmasse
IASRE	0x5ABD	STAT_STARTRELAIS_AKTIV_WERT	Automatic start condition	0/1	LV_RLY_ST	unsigned char	-	Starterrelais aktiv
-	0x5AC0	STAT_0x5AC0_WERT		-	RST_HW_STATUS	unsigned integer	-	Reset Status Hardware-Register
-	0x5AC1	STAT_0x5AC1_WERT		-	RST_SW_STATUS	unsigned long	-	Reset Status Software-Register
-	0x5AC2	STAT_0x5AC2_WERT		-	RST_LPRC_RESET_ADDRESS	unsigned long	-	Reset Adresse
-	0x5AC3	STAT_0x5AC3_WERT		-	CTR_ENG_PSN_CHK_ERR	unsigned integer	-	Fehler Segmentzähler
-	0x5AE0	STAT_0x5AE0_WERT		%	TMOT_B1	unsigned integer	-	TM_1
-	0x5AE1	STAT_0x5AE1_WERT		%	TMOT_B2	unsigned integer	-	TM_2
-	0x5AE2	STAT_0x5AE2_WERT		%	TMOT_B3	unsigned integer	-	TM_3
-	0x5AE3	STAT_0x5AE3_WERT		%	TMOT_B4	unsigned integer	-	TM_4
-	0x5AE4	STAT_0x5AE4_WERT		%	TMOT_B5	unsigned integer	-	TM_5
-	0x5AE5	STAT_0x5AE5_WERT		%	TOEL_B1	unsigned integer	-	TO_1
-	0x5AE6	STAT_0x5AE6_WERT		%	TOEL_B2	unsigned integer	-	TO_2
-	0x5AE7	STAT_0x5AE7_WERT		%	TOEL_B3	unsigned integer	-	TO_3
-	0x5AE8	STAT_0x5AE8_WERT		%	TOEL_B4	unsigned integer	-	TO_4
-	0x5AE9	STAT_0x5AE9_WERT		%	TOEL_B5	unsigned integer	-	TO_5
-	0x5AEA	STAT_0x5AEA_WERT		%	TGET_B1	unsigned integer	-	TG_1
-	0x5AEB	STAT_0x5AEB_WERT		%	TGET_B2	unsigned integer	-	TG_2
-	0x5AEC	STAT_0x5AEC_WERT		%	TGET_B3	unsigned integer	-	TG_3
-	0x5AED	STAT_0x5AED_WERT		%	TGET_B4	unsigned integer	-	TG_4
-	0x5AEE	STAT_0x5AEE_WERT		%	TGET_B5	unsigned integer	-	TG_5
-	0x5AEF	STAT_0x5AEF_WERT		%	TUMG_B1	unsigned integer	-	TU_1
-	0x5AF0	STAT_0x5AF0_WERT		%	TUMG_B2	unsigned integer	-	TU_2
-	0x5AF1	STAT_0x5AF1_WERT		%	TUMG_B3	unsigned integer	-	TU_3
-	0x5AF2	STAT_0x5AF2_WERT		%	TUMG_B4	unsigned integer	-	TU_4
-	0x5AF3	STAT_0x5AF3_WERT		%	TUMG_B5	unsigned integer	-	TU_5
-	0x58FF	-		-	-	unsigned char	-	Umweltbedingung unbekannt
